Time (s),q0,q1,q2,q3
4893.497,-0.011331203449,0.99914332651,-0.00016315798232,-0.03980188817
4893.5525,-0.010886565776,0.99923105975,0.000073628433704,-0.037666516807
4893.608,-0.010764577112,0.99924197494,0.0001757302912,-0.037410807384
4893.6635,-0.010964098553,0.99924916851,0.00050183121426,-0.037156909774
4893.719,-0.012127195899,0.99923164281,0.0012647331341,-0.037248564822
4893.774,-0.013215898659,0.99921315903,0.0019660743463,-0.037343505311
4893.8295,-0.014942073667,0.99906204212,0.0024161883245,-0.040570093226
4893.885,-0.015730233201,0.99896135194,0.002602377177,-0.042684947236
4893.9405,-0.015522524502,0.99893780315,0.0023723915299,-0.043320762172
4893.996,-0.01569678295,0.99895127801,0.0021259555099,-0.042958532005
4894.051,-0.016556225423,0.99895020007,0.0020338312539,-0.042664419682
4894.1065,-0.017206082167,0.99896711381,0.0019508704181,-0.042010122157
4894.162,-0.017817917877,0.99891929424,0.0017258036947,-0.042892738394
4894.2175,-0.018509533131,0.99890511288,0.0013064784997,-0.042944915494
4894.273,-0.018107240459,0.99886463586,0.00074848045346,-0.044056859351
4894.328,-0.019065937517,0.99884656889,0.00031124424215,-0.044067277822
4894.3835,-0.019121870529,0.99885353579,0.000023190591927,-0.043885846942
4894.439,-0.019419134824,0.99881977308,-0.00029296017936,-0.044518224219
4894.4945,-0.017578267131,0.99892162905,-0.00093696386089,-0.042961676473
4894.55,-0.015674244284,0.998913528,-0.0013412299812,-0.043866647268
4894.605,-0.017095992266,0.99897421806,-0.0011835389222,-0.04191465062
4894.6605,-0.019141540933,0.99882049765,-0.001345731397,-0.04460273419
4894.716,-0.018988683377,0.99871902032,-0.0017563080126,-0.046868579381
4894.7715,-0.019439047771,0.99851228357,-0.0022202621373,-0.050896104089
4894.827,-0.018362513361,0.99840809805,-0.0027742134748,-0.053257784369
4894.882,-0.017500450813,0.99838612884,-0.0028784903365,-0.053949849491
4894.9375,-0.016910685721,0.99837962583,-0.0027669363424,-0.05426320578
4894.993,-0.01595629925,0.99822794292,-0.0027152643108,-0.057262534284
4895.0485,-0.013560926854,0.99824033172,-0.0030048993397,-0.057648173969
4895.104,-0.012974304358,0.99823331212,-0.0032392091523,-0.057891532445
4895.159,-0.010805445827,0.99820543207,-0.0034885308171,-0.058796155284
4895.2145,-0.011212339927,0.99830620271,-0.0032123445047,-0.056997279767
4895.27,-0.010368891073,0.99814493381,-0.0030256225673,-0.059916799108
4895.3255,-0.0088297663931,0.9981526113,-0.0032257216533,-0.060024948919
4895.381,-0.010616969494,0.99792535189,-0.002782413351,-0.063439184935
4895.436,-0.011149394695,0.9979798349,-0.0025160535907,-0.062494876683
4895.4915,-0.010309435088,0.99807302336,-0.0022101397217,-0.061147942495
4895.547,-0.011494691396,0.99818693852,-0.0016262227736,-0.059059827609
4895.6025,-0.012917615032,0.99809227414,-0.0012992102384,-0.060359419978
4895.658,-0.010656400257,0.99809082692,-0.0014076254281,-0.060820727952
4895.713,-0.011221439883,0.99797039726,-0.0010829369578,-0.062673700437
4895.7685,-0.010183959182,0.99796495849,-0.00090330862486,-0.062939754021
4895.824,-0.0091403863404,0.99821156789,-0.00044001186374,-0.059075590982
4895.8795,-0.014790381092,0.99819303274,-0.0001021060059,-0.058240051429
4895.935,-0.014765148053,0.99796696564,0.00014892733804,-0.061999223424
4895.99,-0.013386036223,0.99790138023,0.00028122381753,-0.063352744892
4896.0455,-0.015319154286,0.99793376551,-0.000096225363677,-0.062398028073
4896.101,-0.013788237089,0.99795069499,-0.00062661827303,-0.062481215136
4896.1565,-0.012216665309,0.99799279691,-0.00099595785952,-0.062130012719
4896.212,-0.0078774431597,0.99796704673,-0.00061878839883,-0.063240308635
4896.267,-0.00668280645,0.99791947112,0.0001438200264,-0.064125256894
4896.3225,-0.0051308599566,0.99797468616,0.0011038994859,-0.063395437301
4896.378,-0.0048146704968,0.9979339602,0.002292949277,-0.064026341565
4896.4335,-0.0065413251486,0.99792524503,0.0035011692171,-0.063954344803
4896.489,-0.010615692341,0.99804155611,0.0040604796618,-0.061513184485
4896.5445,-0.013554629757,0.99819931428,0.003125939354,-0.058349202886
4896.5995,-0.014400685831,0.99838584648,0.0016840694045,-0.054913438389
4896.655,-0.016427865217,0.99849330042,0.00097811823028,-0.05234785137
4896.7105,-0.015095012785,0.99849659844,0.00019546605699,-0.052693882865
4896.766,-0.0098290570002,0.99857622024,-0.00010163884794,-0.052430064714
4896.8215,-0.0077872611278,0.99854202733,-0.00078837035681,-0.053409331539
4896.8765,-0.0046323186117,0.99852205144,-0.00045652242324,-0.054148370293
