Ts,q0,q1,q2,q3,roll,pitch,yaw
1,-0.128029004149921,0.76152860900131,0,-0.635360332228028,2.25747700012876,1.3159027700636,-0.701320437667715,
50.0362319946289,-0.128656796647139,0.768919609058057,-0.00794029254231318,-0.626216428430973,2.29174139441857,1.29051277112277,-0.677227824420288,
99.0724639892578,-0.124017487415939,0.775478534046497,-0.0157890509797945,-0.618872694435044,2.33534547255108,1.27280696817018,-0.651319402289189,
148.108688354492,-0.118350698527871,0.7828243530968,-0.0223961773608592,-0.610473222669236,2.38803411855189,1.25479413117609,-0.616038377862833,
197.144927978516,-0.104693522640132,0.772524931621371,-0.0258264591830794,-0.625761528337003,2.35836524297611,1.29213685709298,-0.670541501398473,
246.18115234375,-0.03358666738918,0.780420276184674,-0.0336791749890108,-0.623443535106095,2.73682006442087,1.3286836105536,-0.404904379160166,
295.217376708984,-0.00709012540854403,0.776965902264536,-0.0293280945793273,-0.628819194767696,2.91636446914225,1.35462705983367,-0.25686333916876,
344.253601074219,0.118338210904419,0.746157113882213,-0.162190970706579,-0.634775328966214,2.96693299495273,1.40130698910543,-0.575494708947017,
393.289855957031,0.222415357043752,0.697951322625354,-0.239080131768444,-0.637366496444709,-3.07726335081364,1.48190496936005,-0.601182874442592,
442.326080322266,0.319005047567078,0.662879009326349,-0.303805563644007,-0.605416697919864,-2.42653184123347,1.4867127518813,-0.197880996136502,
491.3623046875,0.252997555954296,0.693564915138731,-0.241886958465043,-0.629643267647871,-2.61159939489867,1.47900984717871,-0.185800252266585,
540.398559570313,0.361122133813825,0.622919999696918,-0.339058412747254,-0.605475739557461,-1.72173280962998,1.53101657490278,0.383728961938023,
589.434753417969,0.252851140622601,0.670648926993186,-0.289077363511345,-0.634610585567297,2.74712538719083,1.49851578477014,-1.18152887143217,
638.471008300781,0.212002013213267,0.707955506393596,-0.23051880142441,-0.633020718105152,-3.06509844466033,1.46158076160062,-0.560999110379054,
687.507202148438,0.16447493935531,0.724947937774883,-0.186359265010019,-0.642392953094083,3.13362805500515,1.44993993124259,-0.510291081039187,
736.54345703125,0.2971186272603,0.669171291676562,-0.339495316084038,-0.590485591769923,3.11552547824948,1.44432199380454,-0.961962666123926,
785.579711914063,0.409619611882878,0.594963280042235,-0.436737728315733,-0.53618152301988,-2.93146533336084,1.47921447870927,-1.07460835143086,
834.615905761719,0.490890298276721,0.517508931378221,-0.524866856197276,-0.464463135530853,-2.9089618787469,1.48167965894316,-1.37198581831311,
883.652160644531,0.544014575939132,0.438543173980839,-0.59752588179735,-0.393307572140275,-3.06954133493452,1.47166265588024,-1.81007131322987,
932.688354492188,0.582429607570844,0.360809123593452,-0.646417968148919,-0.335762325180806,2.99899981803601,1.47357932140998,-2.25281093671239,
981.724609375,0.604317905478876,0.312707940978454,-0.668620801027985,-0.2999330545294,2.88914605982867,1.47804782254493,-2.4969183664003,
1030.76086425781,0.627511976950548,0.259446485858468,-0.687248067632261,-0.258082028229458,2.78942746360324,1.48626954096184,-2.74375254934338,
1079.79711914063,0.652148843469139,0.187064919967954,-0.70565904405556,-0.204337747912226,2.54870403099714,1.49125565031247,3.1100086609439,
1128.83325195313,0.671375874786639,0.120384939583006,-0.714483659973426,-0.155804366777855,2.257076647808,1.49187315850264,2.65050408391276,
1177.86950683594,0.689326218054046,0.0699276164211238,-0.712751489367414,-0.109200769088407,1.98154560002041,1.50611475193715,2.2356873159313,
1226.90576171875,0.704543258008059,0.0477745633015397,-0.704518832683059,-0.0706371226171947,1.48588914087394,1.53846235837768,1.65356680392742,
1275.94201660156,0.715395761165618,0.0358654122774,-0.696228310134841,-0.0467837287443187,0.459305485028988,1.53959888196356,0.576269904291162,
1324.97827148438,0.72486188853674,0.0222078074273344,-0.6878133946943,-0.0315402903494026,0.208736581567036,1.51675853657895,0.284793954539039,
1374.01440429688,0.730353186081756,0.0138892085028036,-0.682516612288924,-0.0237147088753778,0.175970796673401,1.50171917002305,0.229188781792324,
1423.05065917969,0.733582294927033,0.00402835974598277,-0.679249030702237,-0.0214835559769805,0.292791682546348,1.49006768514757,0.328902353291671,
1472.0869140625,0.738685850422218,-0.00313291264501162,-0.673725662337151,-0.0206671515388547,0.338777644501964,1.47291791207723,0.363605165436657,
1521.12316894531,0.742568334786351,-0.0152243830269193,-0.669233648644946,-0.0220637679340701,0.465552577995849,1.45438299962801,0.475241374986724,
1570.15942382813,0.74854991870228,-0.025491074201093,-0.662115392753266,-0.0250286041575096,0.52926108279219,1.42909273439456,0.528605406320586,
1619.19555664063,0.752963890506478,-0.0303689088289796,-0.65666507968687,-0.0302337905285084,0.561795148423956,1.40971138792252,0.561603440814487,
1668.23181152344,0.75316401354903,-0.0297891592836071,-0.656094759306289,-0.0373663149737086,0.599845390397261,1.40367499323801,0.6105986783266,
1717.26806640625,0.752438795510996,-0.0266915318208901,-0.656684684160855,-0.0434585633399613,0.620377745604997,1.40273027991523,0.644174439810364,
