Ts,q0,q1,q2,q3,roll,pitch,yaw
1,-0.0911006894373581,0.748186291385682,0,-0.657204639185221,2.29080898803768,1.38846147183863,-0.721320171008611,
50.5324859619141,-0.0978032152306984,0.747450693912519,-0.00398921518487611,-0.657066265625044,2.23020664884939,1.37798262629116,-0.777995155304066,
100.064971923828,-0.103748314883361,0.748636096664327,-0.0106886651855663,-0.65472592309043,2.1917742905362,1.3610562098527,-0.817388378115809,
149.597457885742,-0.111667460231461,0.750091600700696,-0.0156159917729979,-0.651651064362415,2.16068767341558,1.342743159506,-0.844073077994617,
199.129943847656,-0.098911647858692,0.752623290022291,-0.0189460909828422,-0.65070401479503,2.22687888853015,1.34999386742013,-0.800871221970358,
248.66242980957,-0.0979032783554137,0.747106549951651,-0.0216227046047045,-0.657099086707767,2.16196855798927,1.35879707206714,-0.871084904258819,
298.194915771484,0.0303158354328737,0.733081920373224,-0.153297746740152,-0.661945351965179,2.22607319879554,1.36953413351657,-1.17725508495782,
347.727386474609,0.145318389772628,0.69862536656496,-0.270317822014111,-0.646323013583312,2.26680619320938,1.37887522364318,-1.4742366529646,
397.259887695313,0.23756482093306,0.650754305223038,-0.371751629244608,-0.617966436178134,2.25817721813809,1.37513265499964,-1.77887877272321,
446.792358398438,0.166435581959473,0.676922118191605,-0.310436444963638,-0.646300902520753,2.12621936663513,1.36221705588487,-1.70716909657701,
496.324859619141,0.106268226103804,0.704632332619405,-0.253539629702938,-0.654154413054123,2.1598613494968,1.35018159984673,-1.49945054152996,
545.857360839844,0.0815153308326657,0.723001952124751,-0.204604728191517,-0.654797933155501,2.28153726942295,1.37145494272785,-1.26956387739392,
595.389831542969,0.0443268559292427,0.735857260056476,-0.171439224668427,-0.653573113668771,2.29935552789919,1.35624380618402,-1.15035811445361,
644.922302246094,0.00614648007532426,0.749614815690883,-0.141459652702827,-0.646551634083932,2.32705191343144,1.32966454757194,-1.02520308470892,
694.454772949219,-0.0379317134371431,0.762782911419192,-0.116608394298654,-0.634921961772999,2.31823203685674,1.28617814115582,-0.93582175626134,
743.987243652344,-0.0648652147181567,0.768511953189944,-0.0973688212004009,-0.629047847450246,2.30411795279816,1.26707410146608,-0.883981115610591,
793.519775390625,-0.0798690001497427,0.774974502492065,-0.0876189980861869,-0.62077240151011,2.32047017353277,1.24742488516291,-0.832227528212328,
843.05224609375,-0.0959702026736984,0.782279645784234,-0.0789470856525406,-0.610406121903633,2.33519514866522,1.2222302440572,-0.781952264369538,
892.584716796875,-0.107233280673367,0.787962840538522,-0.0696529399430988,-0.602298973437423,2.35337606918355,1.20612265320933,-0.734167496279052,
942.1171875,-0.109322957609888,0.792204603792148,-0.0602997954768359,-0.597347713928331,2.39005231404764,1.20338107251088,-0.681009942767476,
991.649719238281,-0.117660472552995,0.791734415917928,-0.0522282979962212,-0.59714724544129,2.37677859175123,1.20342206700758,-0.670660856188633,
